MatchID,RoundID,Country,Year,Winner,Runners.Up,Third,Fourth,GoalsScored,QualifiedTeams,MatchesPlayed,TotalAttendance,Datetime,Stage,Stadium,City,Home.Team.Name,Home.Team.Goals,Away.Team.Goals,Away.Team.Name,Win.conditions,Attendance,Half.time.Home.Goals,Half.time.Away.Goals,Referee,Referee_Country_Initials,Assistant.1,Assistant1_Country_Initials,Assistant.2,Assistante2_Country_Initials,Home.Team.Initials,Away.Team.Initials,Team.Initials,Coach.Name,Coach_Country_Initials,Line.up,Shirt.Number,Player.Name,Position,Event
1150,206,,,,,,,,,,,1938-06-05T17:30:00Z,First round,Stade de la Meinau,Strasbourg ,Brazil,6,5,Poland,Brazil win after extra time ,13452,0,0, Ivan EKLIND,SWE, Louis POISSANT,FRA, Ernest KISSENBERGER,FRA,BRA,POL,BRA, Ademar PIMENTA,BRA,true,0,BATATAIS,GK,
1151,3488,,,,,,,,,,,1938-06-19T17:00:00Z,Match for third place,Stade du Parc Lescure,Bordeaux ,Brazil,4,2,Sweden, ,12000,1,2, Jean LANGENUS,BEL, D. OLIVE,FRA, Ferdinand VALPREDE,FRA,BRA,SWE,BRA, Ademar PIMENTA,BRA,true,0,BATATAIS,GK,
1152,429,,,,,,,,,,,1938-06-12T17:00:00Z,Quarter-finals,Stade du Parc Lescure,Bordeaux ,Brazil,1,1,Czechoslovakia, ,22021,0,0, HERTZKA Pal VON,HUN, Giuseppe SCARPI,ITA, LA SALLE Charles DE,FRA,BRA,TCH,BRA, Ademar PIMENTA,BRA,true,0,WALTER GOULART,GK,
1153,,,,,,,,,,,,1938-06-14T18:00:00Z,Quarter-finals,Stade du Parc Lescure,Bordeaux ,Brazil,2,1,Czechoslovakia, ,18141,0,1, Georges CAPDEVILLE,FRA, Paul MARENCO,FRA, Ernest KISSENBERGER,FRA,BRA,TCH,BRA, Ademar PIMENTA,BRA,true,0,WALTER GOULART,GK,
1156,206,,,,,,,,,,,1938-06-05T17:00:00Z,First round,Stade Municipal,Toulouse ,Cuba,3,3,Romania, ,7000,0,0, Giuseppe SCARPI,ITA, Ferdinand VALPREDE,FRA, Jean MERKCX,FRA,CUB,ROU,CUB, Jose TAPIA,CUB,true,0,Benito CARVAJALES,GK,
1157,,,,,,,,,,,,1938-06-09T18:00:00Z,First round,Stade Municipal,Toulouse ,Cuba,2,1,Romania, ,8000,0,1, Alfred BIRLEM,GER, Pierre CAPDEVILLE,FRA, Paul MARENCO,FRA,CUB,ROU,CUB, Jose TAPIA,CUB,true,0,Juan AYRA,GK,
1158,429,,,,,,,,,,,1938-06-12T17:00:00Z,Quarter-finals,Fort Carree,Antibes ,Sweden,8,0,Cuba, ,7000,4,0, Gustav KRIST,TCH, Karl WEINGARTNER,AUT, Victor SDEZ,FRA,SWE,CUB,SWE, Joszef NAGY,HUN,true,0,Henock ABRAHAMSSON,GK,
1164,,,,,,,,,,,,,Quarter-finals,Stade Olympique,Colombes ,Italy,3,1,France, ,58455,1,1, Louis BAERT,BEL, Hans WUETHRICH,SUI, Ivan EKLIND,SWE,ITA,FRA,ITA, Vittorio POZZO,ITA,true,0,Aldo OLIVIERI,GK,
1165,206,,,,,,,,,,,1938-06-04T17:00:00Z,First round,Parc des Princes,Paris ,Switzerland,1,1,Germany, ,27152,0,0, Jean LANGENUS,BEL, Paul MARENCO,FRA, MOORSEL Johannes VAN,NED,SUI,GER,SUI, Karl RAPPAN,AUT,true,0,Willy HUBER,GK,
1166,,,,,,,,,,,,1938-06-09T18:00:00Z,First round,Parc des Princes,Paris ,Switzerland,4,2,Germany, ,20025,1,2, Ivan EKLIND,SWE, Louis BAERT,BEL, MOORSEL Johannes VAN,NED,SUI,GER,SUI, Karl RAPPAN,AUT,true,0,Willy HUBER,GK,
1172,,,,,,,,,,,,1938-06-05T18:30:00Z,First round,Cavee Verte,Le Havre ,Czechoslovakia,3,0,Netherlands,Czechoslovakia win after extra time ,11000,0,0, Lucien LECLERCQ,FRA, D. OLIVE,FRA, Victor SDEZ,FRA,TCH,NED,TCH, Vaclav MEISSNER,TCH,true,0,Frantisek PLANICKA,GKC,
1173,,,,,,,,,,,,1938-06-05T17:00:00Z,First round,Velodrome Municipale,Reims ,Hungary,6,0,Dutch East Indies, ,9000,4,0, Roger CONRIE,FRA, LA SALLE Charles DE,FRA, Karl WEINGARTNER,AUT,HUN,INH,HUN, Karoly DIETZ,HUN,true,0,Jozsef HADA,GK,
1174,3487,,,,,,,,,,,1938-06-19T17:00:00Z,Final,Stade Olympique,Colombes ,Italy,4,2,Hungary, ,45000,3,1, Georges CAPDEVILLE,FRA, Hans WUETHRICH,SUI, Gustav KRIST,TCH,ITA,HUN,ITA, Vittorio POZZO,ITA,true,0,Aldo OLIVIERI,GK,
1175,429,,,,,,,,,,,1938-06-12T17:00:00Z,Quarter-finals,Victor Boucquey,Lille ,Hungary,2,0,Switzerland, ,15000,1,0, Rinaldo BARLASSINA,ITA, Alois BERANEK,AUT, D. BOUTOURE,FRA,HUN,SUI,HUN, Karoly DIETZ,HUN,true,0,Antal SZABO,GK,
1176,3489,,,,,,,,,,,1938-06-16T18:00:00Z,Semi-finals,Parc des Princes,Paris ,Hungary,5,1,Sweden, ,20000,3,1, Lucien LECLERCQ,FRA, MOORSEL Johannes VAN,NED, Giuseppe SCARPI,ITA,HUN,SWE,HUN, Karoly DIETZ,HUN,true,0,Antal SZABO,GK,
1179,206,,,,,,,,,,,1938-06-05T17:00:00Z,First round,Stade VÃ¯Â¿Â½lodrome,Marseilles ,Italy,2,1,Norway,Italy win after extra time ,19000,0,0, Alois BERANEK,AUT, D. BOUTOURE,FRA, D. TREHOU,FRA,ITA,NOR,ITA, Vittorio POZZO,ITA,true,0,Aldo OLIVIERI,GK,
1185,208,Brazil,1950,Uruguay,Brazil,Sweden,Spain,88,13,22,1045246,1950-07-02T15:00:00Z,Group 4,Independencia,Belo Horizonte ,Uruguay,8,0,Bolivia, ,5284,4,0, George READER,ENG, Mario VIANA,BRA, Leo LEMESIC,YUG,URU,BOL,URU, Juan LOPEZ,URU,true,0,Roque MASPOLI,GK,
1186,209,,,,,,,,,,,1950-07-13T15:00:00Z,Group 6,MaracanÃ¯Â¿Â½ - EstÃ¯Â¿Â½dio Jornalista MÃ¯Â¿Â½rio Filho,Rio De Janeiro ,Brazil,6,1,Spain, ,152772,3,0, Reginald LEAFE,ENG, George MITCHELL,SCO, COSTA VIEIRA Jose DA,POR,BRA,ESP,BRA, Flavio COSTA,BRA,true,0,BARBOSA,GK,
1187,208,,,,,,,,,,,1950-06-24T15:00:00Z,Group 1,MaracanÃ¯Â¿Â½ - EstÃ¯Â¿Â½dio Jornalista MÃ¯Â¿Â½rio Filho,Rio De Janeiro ,Brazil,4,0,Mexico, ,81649,1,0, George READER,ENG, Benjamin GRIFFITHS,WAL, George MITCHELL,SCO,BRA,MEX,BRA, Flavio COSTA,BRA,true,0,BARBOSA,GK,
1188,,,,,,,,,,,,1950-06-28T15:00:00Z,Group 1,Pacaembu,Sao Paulo ,Brazil,2,2,Switzerland, ,42032,2,1, ROMA Ramon AZON,ESP, Sergio BUSTAMANTE,CHI, NICOLA Cayetano DE,PAR,BRA,SUI,BRA, Flavio COSTA,BRA,true,0,BARBOSA,GK,
1189,209,,,,,,,,,,,1950-07-09T15:00:00Z,Group 6,MaracanÃ¯Â¿Â½ - EstÃ¯Â¿Â½dio Jornalista MÃ¯Â¿Â½rio Filho,Rio De Janeiro ,Brazil,7,1,Sweden, ,138886,3,0, Arthur ELLIS,ENG, Prudencio GARCIA,USA, LA SALLE Charles DE,FRA,BRA,SWE,BRA, Flavio COSTA,BRA,true,0,BARBOSA,GK,
1190,,,,,,,,,,,,1950-07-16T15:00:00Z,Group 6,MaracanÃ¯Â¿Â½ - EstÃ¯Â¿Â½dio Jornalista MÃ¯Â¿Â½rio Filho,Rio De Janeiro ,Uruguay,2,1,Brazil, ,173850,0,0, George READER,ENG, Arthur ELLIS,ENG, George MITCHELL,SCO,URU,BRA,URU, Juan LOPEZ,URU,true,0,Roque MASPOLI,GK,
1191,208,,,,,,,,,,,1950-07-01T15:00:00Z,Group 1,MaracanÃ¯Â¿Â½ - EstÃ¯Â¿Â½dio Jornalista MÃ¯Â¿Â½rio Filho,Rio De Janeiro ,Brazil,2,0,Yugoslavia, ,142429,1,0, Benjamin GRIFFITHS,WAL, Alois BERANEK,AUT, COSTA VIEIRA Jose DA,POR,BRA,YUG,BRA, Flavio COSTA,BRA,true,0,BARBOSA,GK,
1192,,,,,,,,,,,,1950-06-25T15:00:00Z,Group 2,MaracanÃ¯Â¿Â½ - EstÃ¯Â¿Â½dio Jornalista MÃ¯Â¿Â½rio Filho,Rio De Janeiro ,England,2,0,Chile, ,29703,1,0, DER MEER Karel VAN,NED, Mario GARDELLI,BRA, Gunnar DAHLNER,SWE,ENG,CHI,ENG, Walter WINTERBOTTOM,ENG,true,0,Bert WILLIAMS,GK,
1193,,,,,,,,,,,,1950-06-29T15:00:00Z,Group 2,MaracanÃ¯Â¿Â½ - EstÃ¯Â¿Â½dio Jornalista MÃ¯Â¿Â½rio Filho,Rio De Janeiro ,Spain,2,0,Chile, ,19790,2,0, Alberto MALCHER,BRA, Esteban MARINO,URU, Alfredo ALVAREZ,BOL,ESP,CHI,ESP, Guillermo EIZAGUIRRE,ESP,true,0,Antonio RAMALLETS,GK,
1194,,,,,,,,,,,,1950-07-02T15:00:00Z,Group 2,Ilha do Retiro,Recife ,Chile,5,2,USA, ,8501,2,0, Mario GARDELLI,BRA, Mario Ruben HEYEN,PAR, Alfredo ALVAREZ,BOL,CHI,USA,CHI, Arturo BUCCIARDI,CHI,true,0,Sergio LIVINGSTONE,GKC,
1199,,,,,,,,,,,,,Group 2,MaracanÃ¯Â¿Â½ - EstÃ¯Â¿Â½dio Jornalista MÃ¯Â¿Â½rio Filho,Rio De Janeiro ,Spain,1,0,England, ,74462,0,0, Giovanni GALEATI,ITA, Jean LUTZ,SUI, Generoso DATTILO,ITA,ESP,ENG,ESP, Guillermo EIZAGUIRRE,ESP,true,0,Antonio RAMALLETS,GK,
1202,,,,,,,,,,,,1950-06-29T15:00:00Z,Group 2,Independencia,Belo Horizonte ,USA,1,0,England, ,10151,1,0, Generoso DATTILO,ITA, LA SALLE Charles DE,FRA, Giovanni GALEATI,ITA,USA,ENG,USA, Bill JEFFREY,SCO,true,0,Frank BORGHI,GK,
1206,209,,,,,,,,,,,1950-07-16T15:00:00Z,Group 6,Pacaembu,Sao Paulo ,Sweden,3,1,Spain, ,11227,2,0, DER MEER Karel VAN,NED, Jean LUTZ,SUI, Prudencio GARCIA,USA,SWE,ESP,SWE, George RAYNOR,ENG,true,0,Kalle SVENSSON,GK,
1207,,,,,,,,,,,,1950-07-09T15:00:00Z,Group 6,Pacaembu,Sao Paulo ,Uruguay,2,2,Spain, ,44802,1,2, Benjamin GRIFFITHS,WAL, Generoso DATTILO,ITA, Alfredo ALVAREZ,BOL,URU,ESP,URU, Juan LOPEZ,URU,true,0,Roque MASPOLI,GK,
1208,208,,,,,,,,,,,1950-06-25T15:00:00Z,Group 2,Durival de Brito,Curitiba ,Spain,3,1,USA, ,9511,0,1, Mario VIANA,BRA, COSTA VIEIRA Jose DA,POR, LA SALLE Charles DE,FRA,ESP,USA,ESP, Guillermo EIZAGUIRRE,ESP,true,0,Ignacio EIZAGUIRRE,GKC,
1218,,,,,,,,,,,,1950-07-02T15:00:00Z,Group 3,Pacaembu,Sao Paulo ,Italy,2,0,Paraguay, ,25811,1,0, Arthur ELLIS,ENG, Prudencio GARCIA,USA, LA SALLE Charles DE,FRA,ITA,PAR,ITA, Ferruccio NOVO,ITA,true,0,Giuseppe MORO,GK,
1219,,,,,,,,,,,,1950-06-25T15:00:00Z,Group 3,Pacaembu,Sao Paulo ,Sweden,3,2,Italy, ,36502,2,1, Jean LUTZ,SUI, Alois BERANEK,AUT, Carlos TEJADA,MEX,SWE,ITA,SWE, George RAYNOR,ENG,true,0,Kalle SVENSSON,GK,
1222,,,,,,,,,,,,1950-07-02T15:40:00Z,Group 1,Eucaliptos,Porto Alegre ,Switzerland,2,1,Mexico, ,3580,2,0, Ivan EKLIND,SWE, Gunnar DAHLNER,SWE, Sergio BUSTAMANTE,CHI,SUI,MEX,SUI, Franco ANDREOLI,SUI,true,0,Adolphe HUG,GK,
1225,,,,,,,,,,,,1950-06-28T15:00:00Z,Group 1,Eucaliptos,Porto Alegre ,Yugoslavia,4,1,Mexico, ,11078,2,0, Reginald LEAFE,ENG, Gunnar DAHLNER,SWE, DER MEER Karel VAN,NED,YUG,MEX,YUG, Milorad ARSENIJEVIC,YUG,true,0,Srdjan MRKUSIC,GK,
1228,,,,,,,,,,,,1950-06-29T15:30:00Z,Group 3,Durival de Brito,Curitiba ,Sweden,2,2,Paraguay, ,7903,2,1, Robert MITCHELL,SCO, Leo LEMESIC,YUG, Prudencio GARCIA,USA,SWE,PAR,SWE, George RAYNOR,ENG,true,0,Kalle SVENSSON,GK,
1230,,,,,,,,,,,,1950-06-25T15:00:00Z,Group 1,Independencia,Belo Horizonte ,Yugoslavia,3,0,Switzerland, ,7336,0,0, Giovanni GALEATI,ITA, Ivan EKLIND,SWE, Generoso DATTILO,ITA,YUG,SUI,YUG, Milorad ARSENIJEVIC,YUG,true,0,Srdjan MRKUSIC,GK,
1231,209,,,,,,,,,,,1950-07-13T15:00:00Z,Group 6,Pacaembu,Sao Paulo ,Uruguay,3,2,Sweden, ,7987,1,2, Giovanni GALEATI,ITA, Alois BERANEK,AUT, NICOLA Cayetano DE,PAR,URU,SWE,URU, Juan LOPEZ,URU,true,0,Anibal PAZ,GK,
1233,462,Switzerland,1954,Germany,Hungary,Austria,Uruguay,140,16,26,768607,1954-06-30T18:00:00Z,Semi-finals,St. Jakob,Basel ,Germany FR,6,1,Austria, ,58000,1,0, Vincenzo ORLANDINI,ITA, Arthur ELLIS,ENG, Fritz BUCHMUELLER,SUI,FRG,AUT,FRG, Sepp HERBERGER,FRG,true,1,Toni TUREK,GK,
1236,211,,,,,,,,,,,1954-06-16T18:00:00Z,Group 3,Hardturm,Zurich ,Austria,1,0,Scotland, ,25000,1,0, Laurent FRANKEN,BEL, Mario VIANA,BRA, Josef GULDE,SUI,AUT,SCO,AUT, Walter NAUSCH,AUT,true,1,Kurt SCHMIED,GKC,
1237,212,,,,,,,,,,,1954-06-26T17:00:00Z,Quarter-finals,La Pontaise,Lausanne ,Austria,7,5,Switzerland, ,35000,5,4, Charlie FAULTLESS,SCO, Manuel ASENSI,ESP, Emil SCHMETZER,FRG,AUT,SUI,AUT, Walter NAUSCH,AUT,true,1,Kurt SCHMIED,GK,
1238,211,,,,,,,,,,,1954-06-19T17:00:00Z,Group 3,Hardturm,Zurich ,Austria,5,0,Czechoslovakia, ,26000,4,0, Vasa STEFANOVIC,YUG, Ernst DOERFLINGER,SUI, Josef GULDE,SUI,AUT,TCH,AUT, Walter NAUSCH,AUT,true,1,Kurt SCHMIED,GK,
1239,3485,,,,,,,,,,,1954-07-03T17:00:00Z,Match for third place,Hardturm,Zurich ,Austria,3,1,Uruguay, ,32000,1,1, Paul WYSSLING,SUI, Istvan ZSOLT,HUN, Arthur ELLIS,ENG,AUT,URU,AUT, Walter NAUSCH,AUT,true,1,Kurt SCHMIED,GK,
1240,211,,,,,,,,,,,1954-06-17T18:10:00Z,Group 4,St. Jakob,Basel ,England,4,4,Belgium, ,14000,0,0, Emil SCHMETZER,FRG, Fritz BUCHMUELLER,SUI, Willy RUFFLI,SUI,ENG,BEL,ENG, Walter WINTERBOTTOM,ENG,true,1,Gilbert MERRICK,GK,
1243,,,,,,,,,,,,1954-06-20T17:00:00Z,Group 4,Comunale di Cornaredo,Lugano ,Italy,4,1,Belgium, ,24000,1,0, Carl STEINER,AUT, Raymond VINCENTI,FRA, Emil SCHMETZER,FRG,ITA,BEL,ITA, Lajos CZEIZLER,HUN,true,1,Giorgio GHEZZI,GK,
1248,212,,,,,,,,,,,1954-06-27T17:00:00Z,Quarter-finals,Wankdorf Stadium,Berne ,Hungary,4,2,Brazil, ,40000,2,1, Arthur ELLIS,ENG, William LING,ENG, Paul WYSSLING,SUI,HUN,BRA,HUN, Gusztav SEBES,HUN,true,1,Gyula GROSICS,GK,
1249,211,,,,,,,,,,,1954-06-16T18:00:00Z,Group 1,Charmilles,Geneva ,Brazil,5,0,Mexico, ,13470,4,0, Paul WYSSLING,SUI, Ernest SCHONHOLZER,SUI, COSTA VIEIRA Jose DA,POR,BRA,MEX,BRA, Zeze MOREIRA,BRA,true,1,CASTILHO,GK,
1252,,,,,,,,,,,,1954-06-19T17:00:00Z,Group 1,La Pontaise,Lausanne ,Brazil,1,1,Yugoslavia, ,24637,0,0, Charlie FAULTLESS,SCO, Arthur ELLIS,ENG, GUNTER Albert VON,SUI,BRA,YUG,BRA, Zeze MOREIRA,BRA,true,1,CASTILHO,GK,
1263,,,,,,,,,,,,1954-06-20T17:10:00Z,Group 4,Wankdorf Stadium,Berne ,England,2,0,Switzerland, ,43500,1,0, Istvan ZSOLT,HUN, COSTA VIEIRA Jose DA,POR, Vasa STEFANOVIC,YUG,ENG,SUI,ENG, Walter WINTERBOTTOM,ENG,true,1,Gilbert MERRICK,GK,
1264,212,,,,,,,,,,,1954-06-26T17:00:00Z,Quarter-finals,St. Jakob,Basel ,Uruguay,4,2,England, ,28000,2,1, Carl STEINER,AUT, Vasa STEFANOVIC,YUG, Vincenzo ORLANDINI,ITA,URU,ENG,URU, Juan LOPEZ,URU,true,1,Roque MASPOLI,GK,
1275,211,,,,,,,,,,,1954-06-19T17:10:00Z,Group 1,Charmilles,Geneva ,France,3,2,Mexico, ,19000,1,0, Manuel ASENSI,ESP, Laurent FRANKEN,BEL, Rene BAUMBERGER,SUI,FRA,MEX,FRA, Pierre PIBAROT,FRA,true,1,Francois REMETTER,GK,
1276,,,,,,,,,,,,1954-06-16T18:00:00Z,Group 1,La Pontaise,Lausanne ,Yugoslavia,1,0,France, ,16000,1,0, Benjamin GRIFFITHS,WAL, Rene BAUMBERGER,SUI, Manuel ASENSI,ESP,YUG,FRA,YUG, Aleksandar TIRNANIC,YUG,true,1,Vladimir BEARA,GK,
1277,,,,,,,,,,,,1954-06-20T16:50:00Z,Group 2,St. Jakob,Basel ,Hungary,8,3,Germany FR, ,56000,3,1, William LING,ENG, Werner SCHICKER,SUI, Benjamin GRIFFITHS,WAL,HUN,FRG,HUN, Gusztav SEBES,HUN,true,1,Gyula GROSICS,GK,
1278,3484,,,,,,,,,,,1954-07-04T17:00:00Z,Final,Wankdorf Stadium,Berne ,Germany FR,3,2,Hungary, ,62500,2,2, William LING,ENG, Vincenzo ORLANDINI,ITA, Benjamin GRIFFITHS,WAL,FRG,HUN,FRG, Sepp HERBERGER,FRG,true,1,Toni TUREK,GK,
1283,211,,,,,,,,,,,1954-06-17T18:00:00Z,Group 2,Wankdorf Stadium,Berne ,Germany FR,4,1,Turkey, ,28000,1,1, COSTA VIEIRA Jose DA,POR, Istvan ZSOLT,HUN, Armand MERLOTTI,SUI,FRG,TUR,FRG, Sepp HERBERGER,FRG,true,1,Toni TUREK,GK,
1284,,,,,,,,,,,,1954-06-23T18:00:00Z,Group 2,Hardturm,Zurich ,Germany FR,7,2,Turkey, ,17000,3,1, Raymond VINCENTI,FRA, Charlie FAULTLESS,SCO, Ernst DOERFLINGER,SUI,FRG,TUR,FRG, Sepp HERBERGER,FRG,true,1,Toni TUREK,GK,
1285,212,,,,,,,,,,,1954-06-27T17:00:00Z,Quarter-finals,Charmilles,Geneva ,Germany FR,2,0,Yugoslavia, ,,1,0, Istvan ZSOLT,HUN, Laurent FRANKEN,BEL, Fritz BUCHMUELLER,SUI,FRG,YUG,FRG, Sepp HERBERGER,FRG,true,1,Toni TUREK,GK,
1294,211,,,,,,,,,,,1954-06-17T18:00:00Z,Group 2,Hardturm,Zurich ,Hungary,9,0,Korea Republic, ,13000,4,0, Raymond VINCENTI,FRA, GUNTER Albert VON,SUI, Carl STEINER,AUT,HUN,KOR,HUN, Gusztav SEBES,HUN,true,1,Gyula GROSICS,GK,
1295,462,,,,,,,,,,,1954-06-30T18:00:00Z,Semi-finals,La Pontaise,Lausanne ,Hungary,4,2,Uruguay,Hungary win after extra time ,45000,0,0, Benjamin GRIFFITHS,WAL, Charlie FAULTLESS,SCO, Raymond VINCENTI,FRA,HUN,URU,HUN, Gusztav SEBES,HUN,true,1,Gyula GROSICS,GK,
1300,211,,,,,,,,,,,1954-06-17T17:50:00Z,Group 4,La Pontaise,Lausanne ,Switzerland,2,1,Italy, ,43000,1,1, Mario VIANA,BRA, Manuel ASENSI,ESP, Esteban MARINO,URU,SUI,ITA,SUI, Karl RAPPAN,AUT,true,2,Eugene PARLIER,GK,
1301,,,,,,,,,,,,1954-06-23T18:00:00Z,Group 4,St. Jakob,Basel ,Switzerland,4,1,Italy, ,30000,1,0, Benjamin GRIFFITHS,WAL, COSTA VIEIRA Jose DA,POR, William LING,ENG,SUI,ITA,SUI, Karl RAPPAN,AUT,true,2,Eugene PARLIER,GK,
1304,,,,,,,,,,,,1954-06-20T17:00:00Z,Group 2,Charmilles,Geneva ,Turkey,7,0,Korea Republic, ,4000,4,0, Esteban MARINO,URU, Vincenzo ORLANDINI,ITA, Ernest SCHONHOLZER,SUI,TUR,KOR,TUR, Sandro PUPPO,ITA,true,1,Turgay SEREN,GKC,
1313,,,,,,,,,,,,1954-06-19T16:50:00Z,Group 3,St. Jakob,Basel ,Uruguay,7,0,Scotland, ,34000,2,0, Vincenzo ORLANDINI,ITA, Paul WYSSLING,SUI, Denilo GUIDI,SUI,URU,SCO,URU, Juan LOPEZ,URU,true,1,Roque MASPOLI,GK,
1315,,,,,,,,,,,,1954-06-16T18:00:00Z,Group 3,Wankdorf Stadium,Berne ,Uruguay,2,0,Czechoslovakia, ,20500,0,0, Arthur ELLIS,ENG, William LING,ENG, Werner SCHICKER,SUI,URU,TCH,URU, Juan LOPEZ,URU,true,1,Roque MASPOLI,GK,
1323,220,Sweden,1958,Brazil,Sweden,France,Germany FR,126,16,35,819810,1958-06-08T19:00:00Z,Group 1,Malmo Stadion,MalmÃ¯Â¿Â½ ,Argentina,1,3,Germany FR, ,31156,1,2, Reginald LEAFE,ENG, Leo HELGE,DEN, Sten AHLNER,SWE,ARG,FRG,ARG, Guillermo STABILE,ARG,true,1,Amadeo CARRIZO,GK,
1324,,,,,,,,,,,,1958-06-11T19:00:00Z,Group 1,Orjans Vall,Halmstad ,Argentina,3,1,Northern Ireland, ,14174,1,1, Sten AHLNER,SWE, CAMPOS Joaquim FERNANDES,POR, Leo HELGE,DEN,ARG,NIR,ARG, Guillermo STABILE,ARG,true,1,Amadeo CARRIZO,GK,
1325,,,,,,,,,,,,1958-06-15T19:00:00Z,Group 1,Olympia Stadium,Helsingborg ,Czechoslovakia,6,1,Argentina, ,16418,3,0, Arthur ELLIS,ENG, Reginald LEAFE,ENG, Fritz SEIPELT,AUT,TCH,ARG,TCH, Karel KOLSKY,TCH,true,19,Bretislav DOLEJSI,GK,
1326,,,,,,,,,,,,1958-06-08T19:00:00Z,Group 4,Rimnersvallen,Udevalla ,Brazil,3,0,Austria, ,17788,1,0, Maurice GUIGUE,FRA, Albert DUSCH,GER, Jan BRONKHORST,NED,BRA,AUT,BRA, Vicente FEOLA,BRA,true,3,GILMAR (Gilmar Dos Santos Neves),GK,
1327,,,,,,,,,,,,1958-06-15T19:00:00Z,Group 4,Ryavallen,Boras ,England,2,2,Austria, ,15872,0,1, Jan BRONKHORST,NED, Albert DUSCH,GER, Istvan ZSOLT,HUN,ENG,AUT,ENG, Walter WINTERBOTTOM,ENG,true,1,Colin MC DONALD,GK,
1332,,,,,,,,,,,,1958-06-11T19:00:00Z,Group 4,Ryavallen,Boras ,Soviet Union,2,0,Austria, ,21239,1,0, Carl Frederik JORGENSEN,DEN, Birger NILSEN,NOR, Gosta ACKEBORN,SWE,URS,AUT,URS, Gavril KACHALIN,URS,true,1,Lev YASHIN,GK,
1339,,,,,,,,,,,,,Group 4,Nya Ullevi,Gothenburg ,Brazil,0,0,England, ,40895,0,0, Albert DUSCH,GER, Bertil LOEOEW,SWE, Istvan ZSOLT,HUN,BRA,ENG,BRA, Vicente FEOLA,BRA,true,3,GILMAR (Gilmar Dos Santos Neves),GK,
1340,488,,,,,,,,,,,1958-06-24T19:00:00Z,Semi-finals,Rasunda Stadium,Solna ,Brazil,5,2,France, ,27100,2,1, Benjamin GRIFFITHS,WAL, Paul WYSSLING,SUI, Reginald LEAFE,ENG,BRA,FRA,BRA, Vicente FEOLA,BRA,true,3,GILMAR (Gilmar Dos Santos Neves),GK,
1343,3482,,,,,,,,,,,1958-06-29T15:00:00Z,Final,Rasunda Stadium,Solna ,Brazil,5,2,Sweden, ,49737,2,1, Maurice GUIGUE,FRA, Albert DUSCH,GER, Juan GARDEAZABAL,ESP,BRA,SWE,BRA, Vicente FEOLA,BRA,true,3,GILMAR (Gilmar Dos Santos Neves),GK,
1344,220,,,,,,,,,,,1958-06-15T19:00:00Z,Group 4,Nya Ullevi,Gothenburg ,Brazil,2,0,Soviet Union, ,50928,1,0, Maurice GUIGUE,FRA, Birger NILSEN,NOR, Carl Frederik JORGENSEN,DEN,BRA,URS,BRA, Vicente FEOLA,BRA,true,3,GILMAR (Gilmar Dos Santos Neves),GK,
1345,221,,,,,,,,,,,1958-06-19T19:00:00Z,Quarter-finals,Nya Ullevi,Gothenburg ,Brazil,1,0,Wales, ,25923,0,0, Fritz SEIPELT,AUT, Maurice GUIGUE,FRA, Albert DUSCH,GER,BRA,WAL,BRA, Vicente FEOLA,BRA,true,3,GILMAR (Gilmar Dos Santos Neves),GK,
1372,220,,,,,,,,,,,1958-06-08T19:00:00Z,Group 4,Nya Ullevi,Gothenburg ,Soviet Union,2,2,England, ,49348,1,0, Istvan ZSOLT,HUN, Birger NILSEN,NOR, Carl Frederik JORGENSEN,DEN,URS,ENG,URS, Gavril KACHALIN,URS,true,1,Lev YASHIN,GK,
1373,,,,,,,,,,,,1958-06-17T19:00:00Z,Group 4,Nya Ullevi,Gothenburg ,Soviet Union,1,0,England, ,23182,0,0, Albert DUSCH,GER, Jan BRONKHORST,NED, Fritz SEIPELT,AUT,URS,ENG,URS, Gavril KACHALIN,URS,true,1,Lev YASHIN,GK,
1382,3483,,,,,,,,,,,1958-06-28T17:00:00Z,Match for third place,Nya Ullevi,Gothenburg ,France,6,3,Germany FR, ,32483,3,1, Juan BROZZI,ARG, Arthur ELLIS,ENG, Bengt LUNDELL,SWE,FRA,FRG,FRA, Albert BATTEAUX,FRA,true,1,Claude ABBES,GK,
1385,221,,,,,,,,,,,1958-06-19T19:00:00Z,Quarter-finals,Idrottsparken,NorrkÃ¯Â¿Â½Ping ,France,4,0,Northern Ireland, ,11800,1,0, Juan GARDEAZABAL,ESP, Nikolaj LATYCHEV,URS, Bengt ANDREN,SWE,FRA,NIR,FRA, Albert BATTEAUX,FRA,true,1,Claude ABBES,GK,
1386,220,,,,,,,,,,,1958-06-08T19:00:00Z,Group 2,Idrottsparken,NorrkÃ¯Â¿Â½Ping ,France,7,3,Paraguay, ,16518,2,2, Juan GARDEAZABAL,ESP, Benjamin GRIFFITHS,WAL, Juan BROZZI,ARG,FRA,PAR,FRA, Albert BATTEAUX,FRA,true,3,Francois REMETTER,GK,
1387,,,,,,,,,,,,1958-06-15T19:00:00Z,Group 2,Eyravallen,Orebro ,France,2,1,Scotland, ,13554,2,0, Juan BROZZI,ARG, Vincenzo ORLANDINI,ITA, Paul WYSSLING,SUI,FRA,SCO,FRA, Albert BATTEAUX,FRA,true,1,Claude ABBES,GK,
