MatchID,RoundID,Country,Year,Winner,Runners.Up,Third,Fourth,GoalsScored,QualifiedTeams,MatchesPlayed,TotalAttendance,Datetime,Stage,Stadium,City,Home.Team.Name,Home.Team.Goals,Away.Team.Goals,Away.Team.Name,Win.conditions,Attendance,Half.time.Home.Goals,Half.time.Away.Goals,Referee,Referee_Country_Initials,Assistant.1,Assistant1_Country_Initials,Assistant.2,Assistante2_Country_Initials,Home.Team.Initials,Away.Team.Initials,Team.Initials,Coach.Name,Coach_Country_Initials,Line.up,Shirt.Number,Player.Name,Position,Event
2200,,,,,,,,,,,,1978-06-10T19:15:00Z,Group 1,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Italy,1,0,Argentina, ,71712,0,0, Abraham KLEIN,ISR, ARCHUNDIA Alfonso GONZALEZ,MEX, Francis RION,BEL,ITA,ARG,ITA, Enzo BEARZOT,ITA,true,1,Dino ZOFF,GKC,
2201,279,,,,,,,,,,,1978-06-21T19:15:00Z,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,6,0,Peru, ,37315,2,0, Robert WURTZ,FRA, Ferdinand BIWERSI,GER, Sergio GONELLA,ITA,ARG,PER,ARG, Cesar Luis MENOTTI,ARG,true,5,Ubaldo FILLOL,GK,
2202,,,,,,,,,,,,1978-06-14T19:15:00Z,Group B,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Argentina,2,0,Poland, ,37091,1,0, Ulf ERIKSSON,SWE, Jafar NAMDAR,IRN, DIFUE Tesfaye GEBREYESUS,ERI,ARG,POL,ARG, Cesar Luis MENOTTI,ARG,true,5,Ubaldo FILLOL,GK,
2215,278,,,,,,,,,,,1978-06-11T13:45:00Z,Group 3,Estadio JosÃ¯Â¿Â½ MarÃ¯Â¿Â½a Minella,Mar Del Plata ,Brazil,1,0,Austria, ,35221,1,0, Robert WURTZ,FRA, Farouk BOUZO,SYR, DIFUE Tesfaye GEBREYESUS,ERI,BRA,AUT,BRA, Claudio COUTINHO,BRA,true,1,LEAO,GKC,
2216,,,,,,,,,,,,1978-06-03T13:45:00Z,Group 3,Jose Amalfitani,Buenos Aires ,Austria,2,1,Spain, ,40841,1,1, Karoly PALOTAI,HUN, RUIZ Ramon BARRETO,URU, Anatoly IVANOV,URS,AUT,ESP,AUT, Helmut SENEKOWITSCH,AUT,true,1,Friedl KONCILIA,GK,
2217,279,,,,,,,,,,,1978-06-21T13:45:00Z,Group A,Estadio OlÃ¯Â¿Â½mpico Chateau Carreras,Cordoba ,Austria,3,2,Germany FR, ,38318,0,1, Abraham KLEIN,ISR, Alojzy JARGUZ,POL, Antonio GARRIDO,POR,AUT,FRG,AUT, Helmut SENEKOWITSCH,AUT,true,1,Friedl KONCILIA,GK,
2220,,,,,,,,,,,,1978-06-14T13:45:00Z,Group A,Estadio OlÃ¯Â¿Â½mpico Chateau Carreras,Cordoba ,Netherlands,5,1,Austria, ,25050,3,0, John GORDON,SCO, Arturo Andres ITHURRALDE,ARG, Farouk BOUZO,SYR,NED,AUT,NED, Ernst HAPPEL,AUT,true,1,Piet SCHRIJVERS,GK,
2221,,,,,,,,,,,,1978-06-18T16:45:00Z,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Italy,1,0,Austria, ,66695,1,0, Francis RION,BEL, Norberto Angel COEREZZA,ARG, Youssou NDIAYE,SEN,ITA,AUT,ITA, Enzo BEARZOT,ITA,true,1,Dino ZOFF,GKC,
2224,278,,,,,,,,,,,1978-06-07T13:45:00Z,Group 3,Jose Amalfitani,Buenos Aires ,Austria,1,0,Sweden, ,41424,1,0, Charles CORVER,NED, Dusan MAKSIMOVIC,SCG, Hedi SEOUDI,TUN,AUT,SWE,AUT, Helmut SENEKOWITSCH,AUT,true,1,Friedl KONCILIA,GK,
2246,,,,,,,,,,,,,Group 3,Estadio JosÃ¯Â¿Â½ MarÃ¯Â¿Â½a Minella,Mar Del Plata ,Brazil,0,0,Spain, ,34771,0,0, Sergio GONELLA,ITA, Abraham KLEIN,ISR, Arturo Andres ITHURRALDE,ARG,BRA,ESP,BRA, Claudio COUTINHO,BRA,true,1,LEAO,GKC,
2247,280,,,,,,,,,,,1978-06-24T15:00:00Z,Match for third place,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Brazil,2,1,Italy, ,69659,0,1, Abraham KLEIN,ISR, ARCHUNDIA Alfonso GONZALEZ,MEX, Karoly PALOTAI,HUN,BRA,ITA,BRA, Claudio COUTINHO,BRA,true,1,LEAO,GKC,
2251,279,,,,,,,,,,,1978-06-14T16:45:00Z,Group B,San Martin,Mendoza ,Brazil,3,0,Peru, ,31278,2,0, Nicolae RAINEA,ROU, Jean DUBACH,SUI, Werner WINSEMANN,CAN,BRA,PER,BRA, Claudio COUTINHO,BRA,true,1,LEAO,GKC,
2252,,,,,,,,,,,,1978-06-21T16:45:00Z,Group B,San Martin,Mendoza ,Brazil,3,1,Poland, ,39586,1,1, CAVANNA Juan SILVAGNO,CHI, Anatoly IVANOV,URS, ARCHUNDIA Alfonso GONZALEZ,MEX,BRA,POL,BRA, Claudio COUTINHO,BRA,true,1,LEAO,GKC,
2253,278,,,,,,,,,,,1978-06-03T13:45:00Z,Group 3,Estadio JosÃ¯Â¿Â½ MarÃ¯Â¿Â½a Minella,Mar Del Plata ,Sweden,1,1,Brazil, ,32569,1,1, Clive THOMAS,WAL, Alojzy JARGUZ,POL, Jafar NAMDAR,IRN,SWE,BRA,SWE, Georg ERICSON,SWE,true,1,Ronnie HELLSTROM,GK,
2337,,,,,,,,,,,,1978-06-11T13:45:00Z,Group 3,Jose Amalfitani,Buenos Aires ,Spain,1,0,Sweden, ,42132,0,0, Ferdinand BIWERSI,GER, Arturo Andres ITHURRALDE,ARG, Adolf PROKOP,GDR,ESP,SWE,ESP, Ladislao KUBALA,ESP,true,13,MIGUEL ANGEL,GK,
2344,,,,,,,,,,,,1978-06-10T15:10:00Z,Group 1,Estadio JosÃ¯Â¿Â½ MarÃ¯Â¿Â½a Minella,Mar Del Plata ,France,3,1,Hungary, ,23127,3,1, Arnaldo COELHO,BRA, Pat PARTRIDGE,ENG, CAVANNA Juan SILVAGNO,CHI,FRA,HUN,FRA, Michel HIDALGO,FRA,true,22,Dominique DROPSY,GK,
2347,,,,,,,,,,,,1978-06-02T13:45:00Z,Group 1,Estadio JosÃ¯Â¿Â½ MarÃ¯Â¿Â½a Minella,Mar Del Plata ,Italy,2,1,France, ,42373,1,1, Nicolae RAINEA,ROU, Erich LINEMAYR,AUT, CAVANNA Juan SILVAGNO,CHI,ITA,FRA,ITA, Enzo BEARZOT,ITA,true,1,Dino ZOFF,GKC,
2348,279,,,,,,,,,,,1978-06-18T16:45:00Z,Group A,Estadio OlÃ¯Â¿Â½mpico Chateau Carreras,Cordoba ,Germany FR,2,2,Netherlands, ,40750,1,1, RUIZ Ramon BARRETO,URU, Miguel COMESANA,ARG, Arnaldo COELHO,BRA,FRG,NED,FRG, Helmut SCHOEN,FRG,true,1,Sepp MAIER,GK,Y1'
2349,,,,,,,,,,,,1978-06-14T13:45:00Z,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany FR,0,0,Italy, ,67547,0,0, Dusan MAKSIMOVIC,SCG, ARCHUNDIA Alfonso GONZALEZ,MEX, Miguel COMESANA,ARG,FRG,ITA,FRG, Helmut SCHOEN,FRG,true,1,Sepp MAIER,GK,
2350,278,,,,,,,,,,,1978-06-06T16:45:00Z,Group 2,Estadio OlÃ¯Â¿Â½mpico Chateau Carreras,Cordoba ,Germany FR,6,0,Mexico, ,35258,4,0, Farouk BOUZO,SYR, Antonio GARRIDO,POR, Francis RION,BEL,FRG,MEX,FRG, Helmut SCHOEN,FRG,true,1,Sepp MAIER,GK,
2351,,,,,,,,,,,,1978-06-01T15:00:00Z,Group 2,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Germany FR,0,0,Poland, ,67579,0,0, Norberto Angel COEREZZA,ARG, Arturo Andres ITHURRALDE,ARG, Miguel COMESANA,ARG,FRG,POL,FRG, Helmut SCHOEN,FRG,true,1,Sepp MAIER,GK,
2352,,,,,,,,,,,,1978-06-10T16:45:00Z,Group 2,Estadio OlÃ¯Â¿Â½mpico Chateau Carreras,Cordoba ,Germany FR,0,0,Tunisia, ,30667,0,0, GUERRERO Cesar OROZCO,PER, Miguel COMESANA,ARG, Luis PESTARINO,ARG,FRG,TUN,FRG, Helmut SCHOEN,FRG,true,1,Sepp MAIER,GK,
2388,,,,,,,,,,,,1978-06-03T16:45:00Z,Group 4,San Martin,Mendoza ,Netherlands,3,0,IR Iran, ,33431,1,0, ARCHUNDIA Alfonso GONZALEZ,MEX, Robert WURTZ,FRA, Miguel COMESANA,ARG,NED,IRN,NED, Ernst HAPPEL,AUT,true,8,Jan JONGBLOED,GK,
2391,279,,,,,,,,,,,1978-06-21T13:45:00Z,Group A,El Monumental - Estadio Monumental Antonio Vespuci,Buenos Aires ,Netherlands,2,1,Italy, ,67433,0,1, Angel MARTINEZ,ESP, Luis PESTARINO,ARG, GUERRERO Cesar OROZCO,PER,NED,ITA,NED, Ernst HAPPEL,AUT,true,1,Piet SCHRIJVERS,GK,O21'
2394,278,,,,,,,,,,,1978-06-07T16:45:00Z,Group 4,San Martin,Mendoza ,Netherlands,0,0,Peru, ,28125,0,0, Adolf PROKOP,GDR, Norberto Angel COEREZZA,ARG, Anatoly IVANOV,URS,NED,PER,NED, Ernst HAPPEL,AUT,true,8,Jan JONGBLOED,GK,
2395,,,,,,,,,,,,1978-06-11T16:45:00Z,Group 4,San Martin,Mendoza ,Scotland,3,2,Netherlands, ,35130,1,1, Erich LINEMAYR,AUT, Karoly PALOTAI,HUN, Hedi SEOUDI,TUN,SCO,NED,SCO, Alistair MacLEOD,SCO,true,1,Alan ROUGH,GK,
2396,,,,,,,,,,,,1978-06-06T13:45:00Z,Group 1,Estadio JosÃ¯Â¿Â½ MarÃ¯Â¿Â½a Minella,Mar Del Plata ,Italy,3,1,Hungary, ,26533,2,0, RUIZ Ramon BARRETO,URU, Ferdinand BIWERSI,GER, John GORDON,SCO,ITA,HUN,ITA, Enzo BEARZOT,ITA,true,1,Dino ZOFF,GKC,
2405,,,,,,,,,,,,1978-06-11T16:45:00Z,Group 4,Estadio OlÃ¯Â¿Â½mpico Chateau Carreras,Cordoba ,Peru,4,1,Iran, ,21262,3,1, Alojzy JARGUZ,POL, Dusan MAKSIMOVIC,SCG, Werner WINSEMANN,CAN,PER,IRN,PER, Marcos CALDERON,PER,true,21,Ramon QUIROGA,GK,
2408,,,,,,,,,,,,1978-06-07T16:45:00Z,Group 4,Estadio OlÃ¯Â¿Â½mpico Chateau Carreras,Cordoba ,Scotland,1,1,IR Iran, ,7938,1,0, Youssou NDIAYE,SEN, Nicolae RAINEA,ROU, Arnaldo COELHO,BRA,SCO,IRN,SCO, Alistair MacLEOD,SCO,true,1,Alan ROUGH,GK,
2431,,,,,,,,,,,,1978-06-10T16:45:00Z,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Poland,3,1,Mexico, ,22651,1,0, Jafar NAMDAR,IRN, Ulf ERIKSSON,SWE, Charles CORVER,NED,POL,MEX,POL, Jacek GMOCH,POL,true,1,Jan TOMASZEWSKI,GK,
2433,,,,,,,,,,,,1978-06-02T16:45:00Z,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Tunisia,3,1,Mexico, ,17396,0,1, John GORDON,SCO, Jean DUBACH,SUI, Sergio GONELLA,ITA,TUN,MEX,TUN, Abdelmajid CHETALI,TUN,true,22,Mokhtar NAILI,GK,
2450,279,,,,,,,,,,,1978-06-18T13:45:00Z,Group B,San Martin,Mendoza ,Poland,1,0,Peru, ,35288,0,0, Pat PARTRIDGE,ENG, Thomas CLIVE,WAL, Charles CORVER,NED,POL,PER,POL, Jacek GMOCH,POL,true,21,Zygmunt KUKLA,GK,
2451,278,,,,,,,,,,,1978-06-03T16:45:00Z,Group 4,Estadio OlÃ¯Â¿Â½mpico Chateau Carreras,Cordoba ,Peru,3,1,Scotland, ,37927,1,1, Ulf ERIKSSON,SWE, DIFUE Tesfaye GEBREYESUS,ERI, Angel MARTINEZ,ESP,PER,SCO,PER, Marcos CALDERON,PER,true,21,Ramon QUIROGA,GK,
2454,,,,,,,,,,,,1978-06-06T16:45:00Z,Group 2,Arroyito - Estadio Dr. Lisandro de la Torre,Rosario ,Poland,1,0,Tunisia, ,9624,1,0, Angel MARTINEZ,ESP, Luis PESTARINO,ARG, Clive THOMAS,WAL,POL,TUN,POL, Jacek GMOCH,POL,true,1,Jan TOMASZEWSKI,GK,
3049,337,USA,1994,Brazil,Italy,Sweden,Bulgaria,141,24,52,3587538,1994-06-17T15:00:00Z,Group C,Soldier Field,Chicago ,Germany,1,0,Bolivia, ,63117,0,0, CARTER Arturo BRIZIO,MEX, Eugene BRAZZALE,AUS, Gordon DUNSTER,AUS,GER,BOL,GER, Berti VOGTS,GER,true,1,Bodo ILLGNER,GK,
3050,,,,,,,,,,,,1994-06-17T19:30:00Z,Group C,Cotton Bowl,Dallas ,Spain,2,2,Korea Republic, ,56247,0,0, Peter MIKKELSEN,DEN, Carl-Johan Meyer CHRISTENSEN,DEN, Roy PEARSON,ENG,ESP,KOR,ESP, Javier CLEMENTE,ESP,true,13,CAÃ¯Â¿Â½IZARES,GK,
3051,,,,,,,,,,,,1994-06-18T11:30:00Z,Group A,Pontiac Silverdome,Detroit ,USA,1,1,Switzerland, ,73425,1,1, Francisco Oscar LAMOLINA,ARG, Ernesto TAIBI,ARG, Venancio ZARATE,PAR,USA,SUI,USA, Bora MILUTINOVIC,YUG,true,1,Tony MEOLA,GKC,
3052,,,,,,,,,,,,1994-06-18T16:00:00Z,Group E,Giants Stadium,New York/New Jersey ,Italy,0,1,"rn"">Republic of Ireland", ,75338,0,1, DER ENDE Mario VAN,NED, Jan DOLSTRA,NED, Hae-Yong PARK,KOR,ITA,IRL,ITA, Arrigo SACCHI,ITA,true,1,PAGLIUCA,GK,
3053,,,,,,,,,,,,1994-06-18T19:30:00Z,Group A,Rose Bowl,Los Angeles ,Colombia,1,3,Romania, ,91856,1,2, SHARIF Jamal AL,SYR, GHATTAN Yousif Abdulla AL,BAH, Douglas Micael JAMES,TRI,COL,ROU,COL, Francisco MATURANA,COL,true,1,CORDOBA,GK,
3054,,,,,,,,,,,,1994-06-19T12:30:00Z,Group F,Citrus Bowl,Orlando ,Belgium,1,0,Morocco, ,61219,1,0, CADENA Jose Joaquin TORRES,COL, GARCIA Raimundo CALIX,HON, Tapio YLI-KARRO,FIN,BEL,MAR,BEL, HIMST Paul VAN,BEL,true,1,Michel PREUDHOMME,GK,
3055,,,,,,,,,,,,1994-06-19T16:00:00Z,Group E,RFK Stadium,Washington Dc ,Norway,1,0,Mexico, ,52395,0,0, Sandor PUHL,HUN, Sandor MARTON,HUN, Valentin IVANOV,RUS,NOR,MEX,NOR, Egil OLSEN,NOR,true,1,Erik THORSTVEDT,GK,
3056,,,,,,,,,,,,1994-06-19T19:30:00Z,Group B,Rose Bowl,Los Angeles ,Cameroon,2,2,Sweden, ,93194,1,1, NORIEGA Alberto TEJADA,PER, Douglas Micael JAMES,TRI, GHATTAN Yousif Abdulla AL,BAH,CMR,SWE,CMR, Henri MICHEL,FRA,true,1,Joseph Antoine BELL,GK,
3057,,,,,,,,,,,,1994-06-20T16:00:00Z,Group B,Stanford Stadium,San Francisco ,Brazil,2,0,Russia, ,81061,1,0, KEE CHONG An Yan LIM,MRI, El Jilali Mohamed RHARIB,MAR, Domenico RAMICONE,ITA,BRA,RUS,BRA, Carlos Alberto PARREIRA,BRA,true,1,TAFFAREL,GK,
3058,,,,,,,,,,,,1994-06-20T19:30:00Z,Group F,RFK Stadium,Washington Dc ,Netherlands,2,1,Saudi Arabia, ,50535,0,1, VEGA Manuel DIAZ,ESP, Valentin IVANOV,RUS, Sandor MARTON,HUN,NED,KSA,NED, ADVOCAAT Dick,NED,true,1,de GOEIJ,GK,
3059,,,,,,,,,,,,1994-06-21T12:30:00Z,Group D,Foxboro Stadium,Boston ,Argentina,4,0,Greece, ,54456,2,0, Arturo ANGELES,USA, Hae-Yong PARK,KOR, Jan DOLSTRA,NED,ARG,GRE,ARG, Alfio BASILE,ARG,true,12,Luis ISLAS,GK,
3060,,,,,,,,,,,,1994-06-21T16:00:00Z,Group C,Soldier Field,Chicago ,Germany,1,1,Spain, ,63113,0,1, Ernesto FILIPPI,URU, Venancio ZARATE,PAR, Ernesto TAIBI,ARG,GER,ESP,GER, Berti VOGTS,GER,true,1,Bodo ILLGNER,GK,
3061,,,,,,,,,,,,1994-06-21T19:30:00Z,Group D,Cotton Bowl,Dallas ,Nigeria,3,0,Bulgaria, ,44132,2,0, Rodrigo BADILLA,CRC, Gordon DUNSTER,AUS, Eugene BRAZZALE,AUS,NGA,BUL,NGA, Clemens WESTERHOF,NED,true,1,RUFAI,GKC,
3062,,,,,,,,,,,,1994-06-22T16:00:00Z,Group A,Pontiac Silverdome,Detroit ,Romania,1,4,Switzerland, ,61428,1,1, Neji JOUINI,TUN, Abdel-Magid HASSAN,EGY, Mohammad FANAEI,IRN,ROU,SUI,ROU, Anghel IORDANESCU,ROU,true,12,STELEA,GK,
3063,,,,,,,,,,,,1994-06-22T19:30:00Z,Group A,Rose Bowl,Los Angeles ,USA,2,1,Colombia, ,93869,1,0, Fabio BALDAS,ITA, Domenico RAMICONE,ITA, El Jilali Mohamed RHARIB,MAR,USA,COL,USA, Bora MILUTINOVIC,YUG,true,1,Tony MEOLA,GKC,
3064,,,,,,,,,,,,1994-06-23T16:00:00Z,Group E,Giants Stadium,New York/New Jersey ,Italy,1,0,Norway, ,74624,0,0, Hellmut KRUG,GER, Tapio YLI-KARRO,FIN, Roy PEARSON,ENG,ITA,NOR,ITA, Arrigo SACCHI,ITA,true,1,PAGLIUCA,GK,R21'
3065,,,,,,,,,,,,1994-06-23T19:30:00Z,Group C,Foxboro Stadium,Boston ,Korea Republic,0,0,Bolivia, ,54453,0,0, Leslie MOTTRAM,SCO, Luc MATTHYS,BEL, Mikael EVERSTIG,SWE,KOR,BOL,KOR, Ho Kon KIM,KOR,true,1,CHOI In Young,GKC,
3066,,,,,,,,,,,,1994-06-24T12:30:00Z,Group E,Citrus Bowl,Orlando ,Mexico,2,1,"rn"">Republic of Ireland", ,60790,1,0, Kurt ROETHLISBERGER,SUI, Michal LISTKIEWICZ,POL, Paulo Jorge ALVES,BRA,MEX,IRL,MEX, Miguel Mejia BARON,MEX,true,1,CAMPOS,GK,Y57'
3067,,,,,,,,,,,,1994-06-24T16:00:00Z,Group B,Stanford Stadium,San Francisco ,Brazil,3,0,Cameroon, ,83401,1,0, CARTER Arturo BRIZIO,MEX, Douglas Micael JAMES,TRI, Carl-Johan Meyer CHRISTENSEN,DEN,BRA,CMR,BRA, Carlos Alberto PARREIRA,BRA,true,1,TAFFAREL,GK,
3068,,,,,,,,,,,,1994-06-24T19:30:00Z,Group B,Pontiac Silverdome,Detroit ,Sweden,3,1,Russia, ,71528,1,1, Joel QUINIOU,FRA, Mohammad FANAEI,IRN, Abdel-Magid HASSAN,EGY,SWE,RUS,SWE, Tommy SVENSSON,SWE,true,1,Thomas RAVELLI,GK,
3069,,,,,,,,,,,,1994-06-25T12:30:00Z,Group F,Citrus Bowl,Orlando ,Belgium,1,0,Netherlands, ,62387,0,0, Renato MARSIGLIA,BRA, Paulo Jorge ALVES,BRA, Michal LISTKIEWICZ,POL,BEL,NED,BEL, HIMST Paul VAN,BEL,true,1,Michel PREUDHOMME,GK,
3070,,,,,,,,,,,,,Group F,Giants Stadium,New York/New Jersey ,Saudi Arabia,2,1,Morocco, ,76322,2,1, Philip DON,ENG, Roy PEARSON,ENG, Tapio YLI-KARRO,FIN,KSA,MAR,KSA, Jorge SOLARI,ARG,true,1,AL-DEAYEA,GK,Y90'
3071,,,,,,,,,,,,1994-06-25T16:00:00Z,Group D,Foxboro Stadium,Boston ,Argentina,2,1,Nigeria, ,54453,2,1, Bo KARLSSON,SWE, Mikael EVERSTIG,SWE, Luc MATTHYS,BEL,ARG,NGA,ARG, Alfio BASILE,ARG,true,12,Luis ISLAS,GK,
3072,,,,,,,,,,,,1994-06-26T12:30:00Z,Group D,Soldier Field,Chicago ,Bulgaria,4,0,Greece, ,63160,1,0, Ali BUJSAIM,UAE, GHATTAN Yousif Abdulla AL,BAH, GARCIA Raimundo CALIX,HON,BUL,GRE,BUL, Dimitar PENEV,BUL,true,1,Borislav MIHAYLOV,GKC,
3073,,,,,,,,,,,,1994-06-26T16:00:00Z,Group A,Rose Bowl,Los Angeles ,USA,0,1,Romania, ,93869,0,1, DER ENDE Mario VAN,NED, Jan DOLSTRA,NED, Gordon DUNSTER,AUS,USA,ROU,USA, Bora MILUTINOVIC,YUG,true,1,Tony MEOLA,GKC,
3074,,,,,,,,,,,,,Group A,Stanford Stadium,San Francisco ,Switzerland,0,2,Colombia, ,83401,0,1, Peter MIKKELSEN,DEN, Carl-Johan Meyer CHRISTENSEN,DEN, Douglas Micael JAMES,TRI,SUI,COL,SUI, HODGSON Roy,ENG,true,1,Marco PASCOLO,GK,
3075,,,,,,,,,,,,1994-06-27T16:00:00Z,Group C,Soldier Field,Chicago ,Bolivia,1,3,Spain, ,63089,0,1, Rodrigo BADILLA,CRC, GARCIA Raimundo CALIX,HON, GHATTAN Yousif Abdulla AL,BAH,BOL,ESP,BOL, AZKARGORTA URIARTE Xavier,ESP,true,1,Carlos TRUCCO,GK,
3076,,,,,,,,,,,,,Group C,Cotton Bowl,Dallas ,Germany,3,2,Korea Republic, ,63998,3,0, Joel QUINIOU,FRA, Valentin IVANOV,RUS, Abdel-Magid HASSAN,EGY,GER,KOR,GER, Berti VOGTS,GER,true,1,Bodo ILLGNER,GK,
3077,,,,,,,,,,,,1994-06-28T12:30:00Z,Group E,Giants Stadium,New York/New Jersey ,"rn"">Republic of Ireland",0,0,Norway, ,72404,0,0, CADENA Jose Joaquin TORRES,COL, Paulo Jorge ALVES,BRA, Hae-Yong PARK,KOR,IRL,NOR,IRL, Jack CHARLTON,ENG,true,1,Pat BONNER,GK,
3078,,,,,,,,,,,,,Group E,RFK Stadium,Washington Dc ,Italy,1,1,Mexico, ,52535,0,0, Francisco Oscar LAMOLINA,ARG, Ernesto TAIBI,ARG, Eugene BRAZZALE,AUS,ITA,MEX,ITA, Arrigo SACCHI,ITA,true,12,Luca MARCHEGIANI,GK,
3079,,,,,,,,,,,,1994-06-28T16:00:00Z,Group B,Stanford Stadium,San Francisco ,Russia,6,1,Cameroon, ,74914,3,0, SHARIF Jamal AL,SYR, Gordon DUNSTER,AUS, Jan DOLSTRA,NED,RUS,CMR,RUS, Pavel SADYRIN,RUS,true,1,Stanislav CHERCHESOV,GK,
3080,,,,,,,,,,,,,Group B,Pontiac Silverdome,Detroit ,Brazil,1,1,Sweden, ,77217,0,1, Sandor PUHL,HUN, Sandor MARTON,HUN, Luc MATTHYS,BEL,BRA,SWE,BRA, Carlos Alberto PARREIRA,BRA,true,1,TAFFAREL,GK,
3081,,,,,,,,,,,,1994-06-29T12:30:00Z,Group F,Citrus Bowl,Orlando ,Morocco,1,2,Netherlands, ,60578,0,1, NORIEGA Alberto TEJADA,PER, Venancio ZARATE,PAR, Mikael EVERSTIG,SWE,MAR,NED,MAR, Abdellah BLINDA,MAR,true,22,Zakaria EL ACHRAF,GK,
3082,,,,,,,,,,,,,Group F,RFK Stadium,Washington Dc ,Belgium,0,1,Saudi Arabia, ,52959,0,1, Hellmut KRUG,GER, Eugene BRAZZALE,AUS, Ernesto TAIBI,ARG,BEL,KSA,BEL, HIMST Paul VAN,BEL,true,1,Michel PREUDHOMME,GK,
3083,,,,,,,,,,,,1994-06-30T19:30:00Z,Group D,Foxboro Stadium,Boston ,Greece,0,2,Nigeria, ,53001,0,1, Leslie MOTTRAM,SCO, Hae-Yong PARK,KOR, Paulo Jorge ALVES,BRA,GRE,NGA,GRE, Alkis PANAGOULIAS,GRE,true,15,Christos KARKAMANIS,GK,
3084,,,,,,,,,,,,,Group D,Cotton Bowl,Dallas ,Argentina,0,2,Bulgaria, ,63998,0,0, Neji JOUINI,TUN, Tapio YLI-KARRO,FIN, El Jilali Mohamed RHARIB,MAR,ARG,BUL,ARG, Alfio BASILE,ARG,true,12,Luis ISLAS,GK,
3085,338,,,,,,,,,,,1994-07-02T12:00:00Z,Round of 16,Soldier Field,Chicago ,Germany,3,2,Belgium, ,60246,3,1, Kurt ROETHLISBERGER,SUI, Michal LISTKIEWICZ,POL, Carl-Johan Meyer CHRISTENSEN,DEN,GER,BEL,GER, Berti VOGTS,GER,true,1,Bodo ILLGNER,GK,
3086,,,,,,,,,,,,1994-07-02T16:30:00Z,Round of 16,RFK Stadium,Washington Dc ,Spain,3,0,Switzerland, ,53121,1,0, DER ENDE Mario VAN,NED, Jan DOLSTRA,NED, Sandor MARTON,HUN,ESP,SUI,ESP, Javier CLEMENTE,ESP,true,1,ZUBIZARRETA,GKC,
3087,,,,,,,,,,,,1994-07-03T12:00:00Z,Round of 16,Cotton Bowl,Dallas ,Saudi Arabia,1,3,Sweden, ,60277,0,1, Renato MARSIGLIA,BRA, Paulo Jorge ALVES,BRA, GARCIA Raimundo CALIX,HON,KSA,SWE,KSA, Jorge SOLARI,ARG,true,1,AL-DEAYEA,GK,
3088,,,,,,,,,,,,1994-07-03T13:30:00Z,Round of 16,Rose Bowl,Los Angeles ,Romania,3,2,Argentina, ,90469,2,1, Pierluigi PAIRETTO,ITA, Domenico RAMICONE,ITA, Luc MATTHYS,BEL,ROU,ARG,ROU, Anghel IORDANESCU,ROU,true,1,PRUNEA,GK,
3089,,,,,,,,,,,,1994-07-04T12:00:00Z,Round of 16,Citrus Bowl,Orlando ,Netherlands,2,0,"rn"">Republic of Ireland", ,61355,2,0, Peter MIKKELSEN,DEN, Gordon DUNSTER,AUS, Eugene BRAZZALE,AUS,NED,IRL,NED, ADVOCAAT Dick,NED,true,1,de GOEIJ,GK,
3090,,,,,,,,,,,,1994-07-04T12:30:00Z,Round of 16,Stanford Stadium,San Francisco ,Brazil,1,0,USA, ,84147,0,0, Joel QUINIOU,FRA, Hae-Yong PARK,KOR, Mikael EVERSTIG,SWE,BRA,USA,BRA, Carlos Alberto PARREIRA,BRA,true,1,TAFFAREL,GK,
3091,,,,,,,,,,,,1994-07-05T13:00:00Z,Round of 16,Foxboro Stadium,Boston ,Nigeria,1,2,Italy,Italy win after extra time ,54367,0,0, CARTER Arturo BRIZIO,MEX, Ernesto TAIBI,ARG, Venancio ZARATE,PAR,NGA,ITA,NGA, Clemens WESTERHOF,NED,true,1,RUFAI,GKC,
3092,,,,,,,,,,,,1994-07-05T16:30:00Z,Round of 16,Giants Stadium,New York/New Jersey ,Mexico,1,1,Bulgaria,Bulgaria win on penalties (1 - 3) ,71030,0,0, SHARIF Jamal AL,SYR, Mohammad FANAEI,IRN, GHATTAN Yousif Abdulla AL,BAH,MEX,BUL,MEX, Miguel Mejia BARON,MEX,true,1,CAMPOS,GK,
3095,796,,,,,,,,,,,1994-07-10T12:30:00Z,Quarter-finals,Stanford Stadium,San Francisco ,Romania,2,2,Sweden,Sweden win on penalties (4 - 5) ,83500,0,0, Philip DON,ENG, Roy PEARSON,ENG, Hae-Yong PARK,KOR,ROU,SWE,ROU, Anghel IORDANESCU,ROU,true,1,PRUNEA,GK,
